FID,ID,COMPANY,SAMPLE,TYPE,MESH,DATUM,PROJECTION,EASTING,NORTHING,LONGITUDE,LATITUDE,WGS84,WGS840,REPORTNO,LITHOLOGY,HORIZON,REGOLITH,METHOD,AG_PPB,AS_,AU_PPB,AU1_PPB,AU2_PPB,BI,CO,CU,HG,MO,NI,PB,PT_PPB,SB,SN,TE,U,W,ZN
438,3152592,RB,294168, , ,MGA94,MGA56,428123,7102605,152.281,-26.1942,152.281,-26.1942, , , , , ,500,20,10,0,0,0,194,244,0,9,3070,21,0,9,0,0,0,0,95
439,3152593,RB,294169, , ,MGA94,MGA56,427143,7102676,152.271,-26.1936,152.271,-26.1936, , , , , ,500,2.5,5,0,0,0,143,14,0,6,1590,2.5,0,2.5,0,0,0,0,61
440,3152594,RB,294170, , ,MGA94,MGA56,427192,7102677,152.271,-26.1936,152.271,-26.1936, , , , , ,500,2.5,5,0,0,0,54,27,0,9,921,6,0,6,0,0,0,0,64
441,3152595,RB,294171, , ,MGA94,MGA56,427241,7102679,152.272,-26.1935,152.272,-26.1935, , , , , ,500,2.5,5,0,0,0,41,21,0,8,443,6,0,2.5,0,0,0,0,57
442,3152596,RB,294172, , ,MGA94,MGA56,427290,7102680,152.272,-26.1935,152.272,-26.1935, , , , , ,500,17,5,0,0,0,138,30,0,6,1450,9,0,2.5,0,0,0,0,72
443,3152597,RB,294173, , ,MGA94,MGA56,427339,7102681,152.273,-26.1935,152.273,-26.1935, , , , , ,500,39,5,0,0,0,194,57,0,7,2510,13,0,12,0,0,0,0,87
444,3152598,RB,294174, , ,MGA94,MGA56,427387,7102683,152.273,-26.1935,152.273,-26.1935, , , , , ,500,14,5,0,0,0,142,38,0,8,2300,16,0,2.5,0,0,0,0,78
445,3152599,RB,294175, , ,MGA94,MGA56,427436,7102684,152.274,-26.1935,152.274,-26.1935, , , , , ,500,18,5,0,0,0,190,10,0,6,2710,10,0,9,0,0,0,0,59
446,3152600,RB,294177, , ,MGA94,MGA56,427534,7102687,152.275,-26.1935,152.275,-26.1935, , , , , ,500,15,10,0,0,0,181,57,0,6,3530,2.5,0,8,0,0,0,0,65
447,3152601,RB,294178, , ,MGA94,MGA56,427583,7102688,152.275,-26.1935,152.275,-26.1935, , , , , ,500,22,10,0,0,0,202,52,0,7,3860,2.5,0,9,0,0,0,0,46
448,3152602,RB,294179, , ,MGA94,MGA56,427632,7102689,152.276,-26.1935,152.276,-26.1935, , , , , ,500,15,10,0,0,0,161,148,0,7,3040,2.5,0,9,0,0,0,0,43
449,3152603,RB,294180, , ,MGA94,MGA56,427681,7102691,152.276,-26.1934,152.276,-26.1934, , , , , ,500,13,5,0,0,0,117,11,0,10,2870,2.5,0,6,0,0,0,0,54
450,3152604,RB,294181, , ,MGA94,MGA56,427730,7102692,152.277,-26.1934,152.277,-26.1934, , , , , ,500,8,5,0,0,0,172,6,0,7,2460,2.5,0,7,0,0,0,0,41
451,3152605,RB,294183, , ,MGA94,MGA56,427827,7102695,152.278,-26.1934,152.278,-26.1934, , , , , ,500,14,5,0,0,0,184,13,0,5,3040,2.5,0,6,0,0,0,0,43
452,3152606,RB,294185, , ,MGA94,MGA56,427925,7102697,152.279,-26.1934,152.279,-26.1934, , , , , ,500,8,10,0,0,0,128,87,0,9,2140,14,0,2.5,0,0,0,0,1230
453,3152607,RB,294186, , ,MGA94,MGA56,427974,7102699,152.279,-26.1934,152.279,-26.1934, , , , , ,500,10,20,0,0,0,153,31,0,6,2300,122,0,5,0,0,0,0,321
454,3152608,RB,294187, , ,MGA94,MGA56,428023,7102700,152.28,-26.1934,152.28,-26.1934, , , , , ,2000,32,30,0,0,0,76,513,0,12,1510,23,0,9,0,0,0,0,83
455,3152609,RB,294188, , ,MGA94,MGA56,428072,7102701,152.28,-26.1934,152.28,-26.1934, , , , , ,500,13,10,0,0,0,170,62,0,30,1950,26,0,7,0,0,0,0,74
456,3152610,RB,294189, , ,MGA94,MGA56,428121,7102703,152.281,-26.1934,152.281,-26.1934, , , , , ,500,14,10,0,0,0,200,99,0,8,2750,13,0,7,0,0,0,0,78
457,3152611,RB,294190, , ,MGA94,MGA56,427140,7102774,152.271,-26.1927,152.271,-26.1927, , , , , ,500,2.5,5,0,0,0,166,13,0,2.5,1320,2.5,0,8,0,0,0,0,74
458,3152612,RB,294191, , ,MGA94,MGA56,427189,7102775,152.271,-26.1927,152.271,-26.1927, , , , , ,500,2.5,5,0,0,0,155,28,0,6,2250,2.5,0,2.5,0,0,0,0,63
459,3152613,RB,294192, , ,MGA94,MGA56,427238,7102776,152.272,-26.1927,152.272,-26.1927, , , , , ,500,12,10,0,0,0,53,28,0,10,811,8,0,2.5,0,0,0,0,77
460,3152614,RB,294194, , ,MGA94,MGA56,427336,7102779,152.273,-26.1926,152.273,-26.1926, , , , , ,500,13,5,0,0,0,133,45,0,6,2160,11,0,7,0,0,0,0,60
461,3152615,RB,294195, , ,MGA94,MGA56,427385,7102780,152.273,-26.1926,152.273,-26.1926, , , , , ,500,15,10,0,0,0,127,31,0,6,1890,12,0,9,0,0,0,0,59
462,3152616,RB,294196, , ,MGA94,MGA56,427434,7102782,152.274,-26.1926,152.274,-26.1926, , , , , ,500,14,10,0,0,0,123,31,0,6,1810,11,0,7,0,0,0,0,56
463,3152617,RB,294197, , ,MGA94,MGA56,427483,7102783,152.274,-26.1926,152.274,-26.1926, , , , , ,500,23,10,0,0,0,216,37,0,6,3720,9,0,13,0,0,0,0,87
464,3152618,RB,294198, , ,MGA94,MGA56,427531,7102784,152.275,-26.1926,152.275,-26.1926, , , , , ,500,13,10,0,0,0,177,46,0,6,2190,2.5,0,9,0,0,0,0,59
465,3152619,RB,294199, , ,MGA94,MGA56,427580,7102786,152.275,-26.1926,152.275,-26.1926, , , , , ,500,12,70,0,0,0,180,28,0,6,2680,2.5,0,10,0,0,0,0,54
466,3152620,RB,294202, , ,MGA94,MGA56,427727,7102790,152.277,-26.1926,152.277,-26.1926, , , , , ,500,11,20,0,0,0,196,38,0,7,3110,7,0,10,0,0,0,0,70
467,3152621,RB,294203, , ,MGA94,MGA56,427776,7102791,152.277,-26.1926,152.277,-26.1926, , , , , ,500,6,10,0,0,0,173,11,0,5,3100,2.5,0,7,0,0,0,0,56
468,3152622,RB,294204, , ,MGA94,MGA56,427825,7102792,152.278,-26.1925,152.278,-26.1925, , , , , ,500,12,5,0,0,0,173,32,0,6,2650,8,0,9,0,0,0,0,56
469,3152623,RB,294205, , ,MGA94,MGA56,427874,7102794,152.278,-26.1925,152.278,-26.1925, , , , , ,500,8,10,0,0,0,143,32,0,5,2280,6,0,7,0,0,0,0,53
470,3152624,RB,294207, , ,MGA94,MGA56,427971,7102796,152.279,-26.1925,152.279,-26.1925, , , , , ,500,10,5,0,0,0,145,20,0,8,2370,58,0,8,0,0,0,0,101
471,3152625,RB,294208, , ,MGA94,MGA56,428020,7102798,152.28,-26.1925,152.28,-26.1925, , , , , ,500,14,10,0,0,0,168,22,0,9,3260,2.5,0,7,0,0,0,0,53
472,3152626,RB,294209, , ,MGA94,MGA56,428069,7102799,152.28,-26.1925,152.28,-26.1925, , , , , ,500,15,10,0,0,0,177,16,0,6,3690,2.5,0,2.5,0,0,0,0,46
473,3152627,RB,294210, , ,MGA94,MGA56,428118,7102800,152.281,-26.1925,152.281,-26.1925, , , , , ,500,12,20,0,0,0,184,28,0,5,3040,2.5,0,8,0,0,0,0,62
474,3152628,RB,294211, , ,MGA94,MGA56,427138,7102871,152.271,-26.1918,152.271,-26.1918, , , , , ,500,8,10,0,0,0,152,35,0,6,2130,2.5,0,7,0,0,0,0,70
475,3152629,RB,294212, , ,MGA94,MGA56,427187,7102873,152.271,-26.1918,152.271,-26.1918, , , , , ,500,8,10,0,0,0,175,28,0,6,1770,2.5,0,8,0,0,0,0,74
476,3152630,RB,294213, , ,MGA94,MGA56,427235,7102874,152.272,-26.1918,152.272,-26.1918, , , , , ,500,8,5,0,0,0,144,24,0,6,1660,2.5,0,10,0,0,0,0,84
477,3152631,RB,294214, , ,MGA94,MGA56,427284,7102875,152.272,-26.1918,152.272,-26.1918, , , , , ,500,14,5,0,0,0,153,25,0,6,2000,14,0,8,0,0,0,0,72
478,3152632,RB,294215, , ,MGA94,MGA56,427333,7102877,152.273,-26.1918,152.273,-26.1918, , , , , ,500,14,5,0,0,0,151,25,0,6,2070,16,0,8,0,0,0,0,67
479,3152633,RB,294216, , ,MGA94,MGA56,427382,7102878,152.273,-26.1917,152.273,-26.1917, , , , , ,500,15,5,0,0,0,151,18,0,6,1700,13,0,8,0,0,0,0,62
480,3152634,RB,294217, , ,MGA94,MGA56,427431,7102879,152.274,-26.1917,152.274,-26.1917, , , , , ,500,19,5,0,0,0,163,27,0,6,1990,9,0,12,0,0,0,0,52
481,3152635,RB,294218, , ,MGA94,MGA56,427480,7102881,152.274,-26.1917,152.274,-26.1917, , , , , ,500,26,5,0,0,0,163,33,0,6,2330,6,0,11,0,0,0,0,50
482,3152636,RB,294219, , ,MGA94,MGA56,427529,7102882,152.275,-26.1917,152.275,-26.1917, , , , , ,500,16,5,0,0,0,175,88,0,6,2960,2.5,0,8,0,0,0,0,51
483,3152637,RB,294220, , ,MGA94,MGA56,427578,7102883,152.275,-26.1917,152.275,-26.1917, , , , , ,500,9,5,0,0,0,160,44,0,6,2730,2.5,0,8,0,0,0,0,49
484,3152638,RB,294221, , ,MGA94,MGA56,427627,7102885,152.276,-26.1917,152.276,-26.1917, , , , , ,500,14,20,0,0,0,194,33,0,7,2810,2.5,0,9,0,0,0,0,60
485,3152639,RB,294222, , ,MGA94,MGA56,427675,7102886,152.276,-26.1917,152.276,-26.1917, , , , , ,500,6,5,0,0,0,160,16,0,7,2270,2.5,0,7,0,0,0,0,48
486,3152640,RB,294223, , ,MGA94,MGA56,427724,7102887,152.277,-26.1917,152.277,-26.1917, , , , , ,500,2.5,20,0,0,0,162,9,0,6,2490,2.5,0,7,0,0,0,0,48
487,3152641,RB,294224, , ,MGA94,MGA56,427773,7102889,152.277,-26.1917,152.277,-26.1917, , , , , ,500,7,20,0,0,0,182,9,0,6,2680,5,0,7,0,0,0,0,51
488,3152642,RB,294225, , ,MGA94,MGA56,427822,7102890,152.278,-26.1917,152.278,-26.1917, , , , , ,500,13,10,0,0,0,184,7,0,7,3190,11,0,7,0,0,0,0,51
489,3152643,RB,294226, , ,MGA94,MGA56,427871,7102891,152.278,-26.1917,152.278,-26.1917, , , , , ,500,14,5,0,0,0,167,16,0,6,2600,9,0,9,0,0,0,0,66
490,3152644,RB,294227, , ,MGA94,MGA56,427920,7102893,152.279,-26.1916,152.279,-26.1916, , , , , ,500,13,5,0,0,0,181,30,0,8,3270,10,0,8,0,0,0,0,75
491,3152645,RB,294228, , ,MGA94,MGA56,427969,7102894,152.279,-26.1916,152.279,-26.1916, , , , , ,500,7,10,0,0,0,147,18,0,9,2230,12,0,9,0,0,0,0,79
492,3152646,RB,294229, , ,MGA94,MGA56,428018,7102895,152.28,-26.1916,152.28,-26.1916, , , , , ,500,13,5,0,0,0,167,12,0,6,3140,2.5,0,7,0,0,0,0,55
493,3152647,RB,294230, , ,MGA94,MGA56,428067,7102897,152.28,-26.1916,152.28,-26.1916, , , , , ,500,8,5,0,0,0,200,10,0,8,3970,7,0,8,0,0,0,0,65
494,3152648,RB,294231, , ,MGA94,MGA56,428115,7102898,152.281,-26.1916,152.281,-26.1916, , , , , ,500,8,10,0,0,0,167,37,0,8,2510,8,0,7,0,0,0,0,65
495,3152649,RB,294232, , ,MGA94,MGA56,427135,7102969,152.271,-26.1909,152.271,-26.1909, , , , , ,500,12,10,0,0,0,150,16,0,6,1770,2.5,0,6,0,0,0,0,73
496,3152650,RB,294233, , ,MGA94,MGA56,427184,7102971,152.271,-26.1909,152.271,-26.1909, , , , , ,500,2.5,5,0,0,0,95,51,0,8,1130,8,0,2.5,0,0,0,0,73
497,3152651,RB,294234, , ,MGA94,MGA56,427233,7102972,152.272,-26.1909,152.272,-26.1909, , , , , ,500,2.5,5,0,0,0,51,70,0,11,418,8,0,6,0,0,0,0,73
498,3152652,RB,294235, , ,MGA94,MGA56,427282,7102973,152.272,-26.1909,152.272,-26.1909, , , , , ,500,18,10,0,0,0,24,11,0,10,274,7,0,2.5,0,0,0,0,79
499,3152653,RB,294236, , ,MGA94,MGA56,427331,7102975,152.273,-26.1909,152.273,-26.1909, , , , , ,500,24,5,0,0,0,16,19,0,9,66,11,0,5,0,0,0,0,84
500,3152654,RB,294237, , ,MGA94,MGA56,427379,7102976,152.273,-26.1909,152.273,-26.1909, , , , , ,500,16,10,0,0,0,183,34,0,8,1560,21,0,11,0,0,0,0,96
501,3152655,RB,294238, , ,MGA94,MGA56,427428,7102977,152.274,-26.1909,152.274,-26.1909, , , , , ,500,23,90,0,0,0,121,88,0,9,1340,8,0,11,0,0,0,0,55
502,3152656,RB,294239, , ,MGA94,MGA56,427477,7102979,152.274,-26.1908,152.274,-26.1908, , , , , ,500,15,10,0,0,0,148,96,0,6,2050,6,0,9,0,0,0,0,45
503,3152657,RB,294240, , ,MGA94,MGA56,427526,7102980,152.275,-26.1908,152.275,-26.1908, , , , , ,500,13,10,0,0,0,199,79,0,7,2980,2.5,0,8,0,0,0,0,42
504,3152658,RB,294241, , ,MGA94,MGA56,427575,7102981,152.275,-26.1908,152.275,-26.1908, , , , , ,500,8,10,0,0,0,207,16,0,7,2930,2.5,0,9,0,0,0,0,68
505,3152659,RB,294242, , ,MGA94,MGA56,427624,7102983,152.276,-26.1908,152.276,-26.1908, , , , , ,500,8,10,0,0,0,192,9,0,7,2920,6,0,7,0,0,0,0,68
506,3152660,RB,294243, , ,MGA94,MGA56,427132,7103067,152.271,-26.19,152.271,-26.19, , , , , ,500,15,10,0,0,0,117,19,0,6,1500,2.5,0,8,0,0,0,0,84
507,3152661,RB,294244, , ,MGA94,MGA56,427181,7103068,152.271,-26.19,152.271,-26.19, , , , , ,500,21,10,0,0,0,106,24,0,6,1950,6,0,2.5,0,0,0,0,45
508,3152662,RB,294245, , ,MGA94,MGA56,427230,7103070,152.272,-26.19,152.272,-26.19, , , , , ,500,7,10,0,0,0,61,108,0,12,275,7,0,8,0,0,0,0,138
509,3152663,RB,294246, , ,MGA94,MGA56,427279,7103071,152.272,-26.19,152.272,-26.19, , , , , ,500,2.5,10,0,0,0,74,97,0,9,1080,2.5,0,2.5,0,0,0,0,93
510,3152664,RB,294247, , ,MGA94,MGA56,427328,7103072,152.273,-26.19,152.273,-26.19, , , , , ,500,40,10,0,0,0,36,63,0,13,511,10,0,2.5,0,0,0,0,86
511,3152665,RB,294248, , ,MGA94,MGA56,427377,7103074,152.273,-26.19,152.273,-26.19, , , , , ,500,23,30,0,0,0,92,47,0,10,929,20,0,10,0,0,0,0,75
512,3152666,RB,294249, , ,MGA94,MGA56,427426,7103075,152.274,-26.19,152.274,-26.19, , , , , ,2000,37,200,0,0,0,88,3190,0,12,977,35,0,12,0,0,0,0,111
513,3152667,RB,294250, , ,MGA94,MGA56,427475,7103076,152.274,-26.19,152.274,-26.19, , , , , ,500,17,10,0,0,0,131,70,0,9,1740,8,0,8,0,0,0,0,66
514,3152668,RB,294251, , ,MGA94,MGA56,427523,7103078,152.275,-26.1899,152.275,-26.1899, , , , , ,500,15,10,0,0,0,154,82,0,7,2130,5,0,9,0,0,0,0,43
515,3152669,RB,294252, , ,MGA94,MGA56,427572,7103079,152.275,-26.1899,152.275,-26.1899, , , , , ,500,10,10,0,0,0,123,43,0,6,2230,20,0,7,0,0,0,0,84
516,3152670,RB,294253, , ,MGA94,MGA56,427621,7103080,152.276,-26.1899,152.276,-26.1899, , , , , ,1000,7,10,0,0,0,151,90,0,9,1780,2.5,0,12,0,0,0,0,39
517,3152671,RB,294254, , ,MGA94,MGA56,427130,7103165,152.271,-26.1891,152.271,-26.1891, , , , , ,500,2.5,5,0,0,0,49,67,0,11,168,5,0,7,0,0,0,0,72
518,3152672,RB,294255, , ,MGA94,MGA56,427179,7103166,152.271,-26.1891,152.271,-26.1891, , , , , ,500,7,10,0,0,0,55,40,0,12,159,9,0,12,0,0,0,0,71
519,3152673,RB,294256, , ,MGA94,MGA56,427227,7103167,152.272,-26.1891,152.272,-26.1891, , , , , ,500,9,5,0,0,0,70,33,0,13,164,14,0,12,0,0,0,0,71
520,3152674,RB,294257, , ,MGA94,MGA56,427276,7103169,152.272,-26.1891,152.272,-26.1891, , , , , ,500,6,5,0,0,0,55,30,0,10,195,2.5,0,11,0,0,0,0,63
521,3152675,RB,294258, , ,MGA94,MGA56,427325,7103170,152.273,-26.1891,152.273,-26.1891, , , , , ,500,6,5,0,0,0,60,81,0,10,553,7,0,6,0,0,0,0,69
522,3152676,RB,294259, , ,MGA94,MGA56,427374,7103171,152.273,-26.1891,152.273,-26.1891, , , , , ,500,41,10,0,0,0,21,33,0,9,100,6,0,5,0,0,0,0,58
523,3152677,RB,294260, , ,MGA94,MGA56,427423,7103173,152.274,-26.1891,152.274,-26.1891, , , , , ,500,29,20,0,0,0,79,22,0,10,821,7,0,8,0,0,0,0,78
524,3152678,RB,294261, , ,MGA94,MGA56,427472,7103174,152.274,-26.1891,152.274,-26.1891, , , , , ,500,25,10,0,0,0,184,75,0,7,2800,5,0,11,0,0,0,0,72
525,3152679,RB,294262, , ,MGA94,MGA56,427521,7103175,152.275,-26.1891,152.275,-26.1891, , , , , ,500,18,10,0,0,0,172,157,0,6,3580,6,0,9,0,0,0,0,46
526,3152680,RB,294263, , ,MGA94,MGA56,427570,7103177,152.275,-26.1891,152.275,-26.1891, , , , , ,500,12,10,0,0,0,152,220,0,9,2640,2.5,0,8,0,0,0,0,44
527,3152681,RB,294264, , ,MGA94,MGA56,427619,7103178,152.276,-26.189,152.276,-26.189, , , , , ,500,14,5,0,0,0,180,99,0,8,2610,2.5,0,9,0,0,0,0,55
528,3152682,RB,294265, , ,MGA94,MGA56,427127,7103263,152.271,-26.1883,152.271,-26.1883, , , , , ,500,7,5,0,0,0,44,123,0,12,259,2.5,0,2.5,0,0,0,0,122
529,3152683,RB,294266, , ,MGA94,MGA56,427176,7103264,152.271,-26.1883,152.271,-26.1883, , , , , ,500,2.5,5,0,0,0,53,315,0,12,216,6,0,2.5,0,0,0,0,253
530,3152684,RB,294267, , ,MGA94,MGA56,427225,7103265,152.272,-26.1882,152.272,-26.1882, , , , , ,500,5,10,0,0,0,45,116,0,12,195,2.5,0,2.5,0,0,0,0,183
531,3152685,RB,294268, , ,MGA94,MGA56,427274,7103267,152.272,-26.1882,152.272,-26.1882, , , , , ,500,20,10,0,0,0,113,292,0,11,329,15,0,8,0,0,0,0,97
532,3152686,RB,294269, , ,MGA94,MGA56,427323,7103268,152.273,-26.1882,152.273,-26.1882, , , , , ,500,8,5,0,0,0,54,106,0,11,197,9,0,9,0,0,0,0,103
533,3152687,RB,294270, , ,MGA94,MGA56,427371,7103269,152.273,-26.1882,152.273,-26.1882, , , , , ,500,57,30,0,0,0,55,64,0,12,909,7,0,8,0,0,0,0,68
534,3152688,RB,294271, , ,MGA94,MGA56,427420,7103271,152.274,-26.1882,152.274,-26.1882, , , , , ,500,24,10,0,0,0,90,24,0,7,992,11,0,5,0,0,0,0,79
535,3152689,RB,294272, , ,MGA94,MGA56,427469,7103272,152.274,-26.1882,152.274,-26.1882, , , , , ,500,10,10,0,0,0,21,30,0,9,141,8,0,2.5,0,0,0,0,89
536,3152690,RB,294273, , ,MGA94,MGA56,427518,7103273,152.275,-26.1882,152.275,-26.1882, , , , , ,500,21,10,0,0,0,164,85,0,6,2650,12,0,9,0,0,0,0,51
537,3152691,RB,294274, , ,MGA94,MGA56,427567,7103275,152.275,-26.1882,152.275,-26.1882, , , , , ,500,16,5,0,0,0,189,25,0,6,3510,7,0,11,0,0,0,0,52
538,3152692,RB,294275, , ,MGA94,MGA56,427616,7103276,152.276,-26.1882,152.276,-26.1882, , , , , ,500,16,10,0,0,0,188,39,0,6,3960,7,0,10,0,0,0,0,43
539,3152693,RB,294277, , ,MGA94,MGA56,427173,7103362,152.271,-26.1874,152.271,-26.1874, , , , , ,500,8,10,0,0,0,47,60,0,12,137,2.5,0,12,0,0,0,0,69
540,3152694,RB,294278, , ,MGA94,MGA56,427222,7103363,152.272,-26.1874,152.272,-26.1874, , , , , ,500,30,40,0,0,0,49,32,0,11,692,8,0,2.5,0,0,0,0,68
541,3152695,RB,294279, , ,MGA94,MGA56,427271,7103364,152.272,-26.1874,152.272,-26.1874, , , , , ,500,9,10,0,0,0,49,139,0,13,206,2.5,0,8,0,0,0,0,72
542,3152696,RB,294280, , ,MGA94,MGA56,427320,7103366,152.273,-26.1873,152.273,-26.1873, , , , , ,500,2.5,5,0,0,0,52,110,0,13,280,7,0,2.5,0,0,0,0,64
543,3152697,RB,294281, , ,MGA94,MGA56,427369,7103367,152.273,-26.1873,152.273,-26.1873, , , , , ,500,30,20,0,0,0,44,34,0,12,574,8,0,2.5,0,0,0,0,64
544,3152698,RB,294282, , ,MGA94,MGA56,427418,7103368,152.274,-26.1873,152.274,-26.1873, , , , , ,500,20,40,0,0,0,148,41,0,7,1950,2.5,0,9,0,0,0,0,57
545,3152699,RB,294283, , ,MGA94,MGA56,427467,7103370,152.274,-26.1873,152.274,-26.1873, , , , , ,500,2.5,5,0,0,0,20,19,0,10,355,2.5,0,2.5,0,0,0,0,37
546,3152700,RB,294284, , ,MGA94,MGA56,427515,7103371,152.275,-26.1873,152.275,-26.1873, , , , , ,500,41,20,0,0,0,162,117,0,7,3100,6,0,9,0,0,0,0,112
547,3152701,RB,294285, , ,MGA94,MGA56,427564,7103372,152.275,-26.1873,152.275,-26.1873, , , , , ,500,15,10,0,0,0,170,10,0,7,2580,11,0,9,0,0,0,0,60
548,3152702,RB,294286, , ,MGA94,MGA56,427613,7103374,152.276,-26.1873,152.276,-26.1873, , , , , ,500,10,20,0,0,0,185,9,0,6,3030,2.5,0,8,0,0,0,0,66
549,3152703,RB,294289, , ,MGA94,MGA56,427639,7102445,152.276,-26.1957,152.276,-26.1957, , , , , ,0,7,0,0,0,0,56,192,0,11,381,6,0,9,0,0,0,0,58
550,3152704,RB,294290, , ,MGA94,MGA56,427644,7102249,152.276,-26.1974,152.276,-26.1974, , , , , ,500,67,90,0,0,0,195,209,0,8,4960,5,0,17,0,0,0,0,119
551,3152705,RB,294291, , ,MGA94,MGA56,427641,7102347,152.276,-26.1966,152.276,-26.1966, , , , , ,500,48,50,0,0,0,225,268,0,11,4370,6,0,14,0,0,0,0,116
552,3152706,RB,294292, , ,MGA94,MGA56,427639,7102445,152.276,-26.1957,152.276,-26.1957, , , , , ,1000,28,10,0,0,0,2190,296,0,9,6340,5,0,15,0,0,0,0,171
553,3152707,RB,294293, , ,MGA94,MGA56,427636,7102543,152.276,-26.1948,152.276,-26.1948, , , , , ,500,16,10,0,0,0,219,49,0,7,5100,5,0,10,0,0,0,0,81
554,3152708,RB,294295, , ,MGA94,MGA56,427631,7102738,152.276,-26.193,152.276,-26.193, , , , , ,500,11,10,0,0,0,144,50,0,7,2280,2.5,0,8,0,0,0,0,42
555,3152709,RB,294296, , ,MGA94,MGA56,427628,7102836,152.276,-26.1921,152.276,-26.1921, , , , , ,500,12,30,0,0,0,193,51,0,6,3370,2.5,0,10,0,0,0,0,64
556,3152710,RB,294298, , ,MGA94,MGA56,427623,7103031,152.276,-26.1904,152.276,-26.1904, , , , , ,500,12,20,0,0,0,247,11,0,6,4720,2.5,0,9,0,0,0,0,79
557,3152711,RB,294299, , ,MGA94,MGA56,427620,7103129,152.276,-26.1895,152.276,-26.1895, , , , , ,500,12,10,0,0,0,219,62,0,6,3390,2.5,0,9,0,0,0,0,52
558,3152712,RB,294300, , ,MGA94,MGA56,427617,7103227,152.276,-26.1886,152.276,-26.1886, , , , , ,500,12,10,0,0,0,196,67,0,7,2630,2.5,0,9,0,0,0,0,47
559,3152713,RB,294301, , ,MGA94,MGA56,427615,7103325,152.276,-26.1877,152.276,-26.1877, , , , , ,500,29,20,0,0,0,158,114,0,6,3190,7,0,10,0,0,0,0,56
560,3153688,AW/JB,DS1323, ,6,MGA94,MGA56,427648,7103598,152.276,-26.1853,152.276,-26.1853, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,3153689,AW/JB,DS1324, ,6,MGA94,MGA56,427752,7103598,152.277,-26.1853,152.277,-26.1853, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,3153690,AW/JB,DS1325, ,6,MGA94,MGA56,427854,7103597,152.278,-26.1853,152.278,-26.1853, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,3153691,AW/JB,DS1326, ,6,MGA94,MGA56,427960,7103603,152.279,-26.1852,152.279,-26.1852, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,3153692,AW/JB,DS1327, ,6,MGA94,MGA56,428050,7103599,152.28,-26.1853,152.28,-26.1853, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,3153693,AW/JB,DS1328, ,6,MGA94,MGA56,428153,7103600,152.281,-26.1853,152.281,-26.1853, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,3153694,AW/JB,DS1329, ,6,MGA94,MGA56,428243,7103595,152.282,-26.1853,152.282,-26.1853, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,3153695,AW/JB,DS1330, ,6,MGA94,MGA56,427951,7103999,152.279,-26.1817,152.279,-26.1817, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,3153696,AW/JB,DS1331, ,6,MGA94,MGA56,427756,7103999,152.277,-26.1816,152.277,-26.1816, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,3153697,AW/JB,DS1332, ,6,MGA94,MGA56,427847,7104002,152.278,-26.1816,152.278,-26.1816, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,3153698,AW/JB,DS1333, ,6,MGA94,MGA56,427652,7103995,152.276,-26.1817,152.276,-26.1817, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,3153699,AW/JB,DS1334, ,6,MGA94,MGA56,427562,7104000,152.275,-26.1816,152.275,-26.1816, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,3153700,AW/JB,DS1335, ,6,MGA94,MGA56,427453,7104000,152.274,-26.1816,152.274,-26.1816, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,3153701,AW/JB,DS1336, ,6,MGA94,MGA56,428363,7103622,152.283,-26.1851,152.283,-26.1851, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,3153702,AW/JB,DS1337, ,6,MGA94,MGA56,428462,7103597,152.284,-26.1853,152.284,-26.1853, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,3153703,AW/JB,DS1338, ,6,MGA94,MGA56,428558,7103601,152.285,-26.1853,152.285,-26.1853, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,3153704,AW/JB,DS1339, ,6,MGA94,MGA56,428651,7103595,152.286,-26.1853,152.286,-26.1853, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,3153705,AW/JB,DS1340, ,6,MGA94,MGA56,428738,7103610,152.287,-26.1852,152.287,-26.1852, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
